Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Income share held by highest 20%,SI.DST.05TH.20,Dominica,DMA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Dominican Republic,DOM,46.5,45.7,44,..
Income share held by highest 20%,SI.DST.05TH.20,Ecuador,ECU,52.3,51.3,50.9,49.8
Income share held by highest 20%,SI.DST.05TH.20,"Egypt, Arab Rep.",EGY,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,El Salvador,SLV,..,45,44.8,..
Income share held by highest 20%,SI.DST.05TH.20,Equatorial Guinea,GNQ,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Eritrea,ERI,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Estonia,EST,39,39.9,..,..
Income share held by highest 20%,SI.DST.05TH.20,Eswatini,SWZ,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ethiopia,ETH,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Faroe Islands,FRO,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Fiji,FJI,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Finland,FIN,36.7,37.1,..,..
Income share held by highest 20%,SI.DST.05TH.20,France,FRA,38.8,39.4,..,..
Income share held by highest 20%,SI.DST.05TH.20,French Polynesia,PYF,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Gabon,GAB,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Gambia, The",GMB,45.6,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Georgia,GEO,41.5,41.5,40.6,..
Income share held by highest 20%,SI.DST.05TH.20,Germany,DEU,40,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ghana,GHA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Gibraltar,GIB,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Greece,GRC,40.5,40.1,..,..
Income share held by highest 20%,SI.DST.05TH.20,Greenland,GRL,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Grenada,GRD,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guam,GUM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guatemala,GTM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guinea,GIN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guinea-Bissau,GNB,..,41.6,..,..
Income share held by highest 20%,SI.DST.05TH.20,Guyana,GUY,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Haiti,HTI,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Honduras,HND,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Hong Kong SAR, China",HKG,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Hungary,HUN,37.8,38.1,..,..
Income share held by highest 20%,SI.DST.05TH.20,Iceland,ISL,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,India,IND,41.9,41,..,..
Income share held by highest 20%,SI.DST.05TH.20,Indonesia,IDN,43.3,43.5,44,44.6
Income share held by highest 20%,SI.DST.05TH.20,"Iran, Islamic Rep.",IRN,43.2,42.8,42.2,..
Income share held by highest 20%,SI.DST.05TH.20,Iraq,IRQ,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ireland,IRL,38.3,39.2,..,..
Income share held by highest 20%,SI.DST.05TH.20,Isle of Man,IMN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Israel,ISR,42.9,43,..,..
Income share held by highest 20%,SI.DST.05TH.20,Italy,ITA,41.7,41.5,..,..
Income share held by highest 20%,SI.DST.05TH.20,Jamaica,JAM,..,46.1,..,..
Income share held by highest 20%,SI.DST.05TH.20,Japan,JPN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Jordan,JOR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kazakhstan,KAZ,38.8,39.3,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kenya,KEN,44.1,46.6,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kiribati,KIR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Korea, Dem. People's Rep.",PRK,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Korea, Rep.",KOR,39.9,40,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kosovo,XKX,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kuwait,KWT,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Kyrgyz Republic,KGZ,38.5,38.5,36.4,..
Income share held by highest 20%,SI.DST.05TH.20,Lao PDR,LAO,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Latvia,LVA,42.9,41.5,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lebanon,LBN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lesotho,LSO,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Liberia,LBR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Libya,LBY,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Liechtenstein,LIE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lithuania,LTU,43.8,44.1,..,..
Income share held by highest 20%,SI.DST.05TH.20,Luxembourg,LUX,40.5,40,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Macao SAR, China",MAC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Madagascar,MDG,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Malawi,MWI,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Malaysia,MYS,..,46.9,..,..
Income share held by highest 20%,SI.DST.05TH.20,Maldives,MDV,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mali,MLI,..,43.9,..,..
Income share held by highest 20%,SI.DST.05TH.20,Malta,MLT,39.7,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Marshall Islands,MHL,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mauritania,MRT,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mauritius,MUS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mexico,MEX,50.7,..,49.8,..
Income share held by highest 20%,SI.DST.05TH.20,"Micronesia, Fed. Sts.",FSM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Moldova,MDA,..,36,..,..
Income share held by highest 20%,SI.DST.05TH.20,Monaco,MCO,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mongolia,MNG,..,..,39.8,..
Income share held by highest 20%,SI.DST.05TH.20,Montenegro,MNE,41.4,40.4,..,..
Income share held by highest 20%,SI.DST.05TH.20,Morocco,MAR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Mozambique,MOZ,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Myanmar,MMR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Namibia,NAM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nauru,NRU,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nepal,NPL,..,..,39,..
Income share held by highest 20%,SI.DST.05TH.20,Netherlands,NLD,35.4,35.2,..,..
Income share held by highest 20%,SI.DST.05TH.20,New Caledonia,NCL,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,New Zealand,NZL,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nicaragua,NIC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Niger,NER,..,42.2,..,..
Income share held by highest 20%,SI.DST.05TH.20,Nigeria,NGA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,North Macedonia,MKD,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Northern Mariana Islands,MNP,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Norway,NOR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Oman,OMN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Pakistan,PAK,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Palau,PLW,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Panama,PAN,..,55.6,..,53.5
Income share held by highest 20%,SI.DST.05TH.20,Papua New Guinea,PNG,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Paraguay,PRY,49.3,48.9,50.8,..
Income share held by highest 20%,SI.DST.05TH.20,Peru,PER,49.1,46.3,46.5,..
Income share held by highest 20%,SI.DST.05TH.20,Philippines,PHL,..,48,..,..
Income share held by highest 20%,SI.DST.05TH.20,Poland,POL,37.3,37.3,..,..
Income share held by highest 20%,SI.DST.05TH.20,Portugal,PRT,42.1,42.6,..,..
Income share held by highest 20%,SI.DST.05TH.20,Puerto Rico,PRI,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Qatar,QAT,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Romania,ROU,40,39.9,..,..
Income share held by highest 20%,SI.DST.05TH.20,Russian Federation,RUS,41.3,42.4,..,..
Income share held by highest 20%,SI.DST.05TH.20,Rwanda,RWA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Samoa,WSM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,San Marino,SMR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sao Tome and Principe,STP,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Saudi Arabia,SAU,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Senegal,SEN,..,43.9,..,..
Income share held by highest 20%,SI.DST.05TH.20,Serbia,SRB,41.7,40.3,..,..
Income share held by highest 20%,SI.DST.05TH.20,Seychelles,SYC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sierra Leone,SLE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Singapore,SGP,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sint Maarten (Dutch part),SXM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Slovak Republic,SVK,33.3,33.3,..,..
Income share held by highest 20%,SI.DST.05TH.20,Slovenia,SVN,34.4,34.6,..,..
Income share held by highest 20%,SI.DST.05TH.20,Solomon Islands,SLB,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Somalia,SOM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,South Africa,ZAF,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,South Sudan,SSD,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Spain,ESP,41,40.4,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sri Lanka,LKA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,St. Kitts and Nevis,KNA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,St. Lucia,LCA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,St. Martin (French part),MAF,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,St. Vincent and the Grenadines,VCT,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sudan,SDN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Suriname,SUR,..,..,45.6,..
Income share held by highest 20%,SI.DST.05TH.20,Sweden,SWE,37.2,37.7,..,..
Income share held by highest 20%,SI.DST.05TH.20,Switzerland,CHE,41.5,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Syrian Arab Republic,SYR,..,..,35.9,..
Income share held by highest 20%,SI.DST.05TH.20,Tajikistan,TJK,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Tanzania,TZA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Thailand,THA,42.7,42.7,..,..
Income share held by highest 20%,SI.DST.05TH.20,Timor-Leste,TLS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Togo,TGO,..,45.2,..,..
Income share held by highest 20%,SI.DST.05TH.20,Tonga,TON,..,36.6,..,..
Income share held by highest 20%,SI.DST.05TH.20,Trinidad and Tobago,TTO,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Tunisia,TUN,..,41.6,..,..
Income share held by highest 20%,SI.DST.05TH.20,Turkiye,TUR,48.8,50.1,..,..
Income share held by highest 20%,SI.DST.05TH.20,Turkmenistan,TKM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Turks and Caicos Islands,TCA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Tuvalu,TUV,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Uganda,UGA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Ukraine,UKR,35.9,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,United Arab Emirates,ARE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,United Kingdom,GBR,40,39.7,..,..
Income share held by highest 20%,SI.DST.05TH.20,United States,USA,45.2,45.7,46.5,..
Income share held by highest 20%,SI.DST.05TH.20,Uruguay,URY,46.2,46.8,46.7,..
Income share held by highest 20%,SI.DST.05TH.20,Uzbekistan,UZB,..,..,38.6,..
Income share held by highest 20%,SI.DST.05TH.20,Vanuatu,VUT,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Venezuela, RB",VEN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Viet Nam,VNM,43.9,..,43.2,..
Income share held by highest 20%,SI.DST.05TH.20,Virgin Islands (U.S.),VIR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,West Bank and Gaza,PSE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,"Yemen, Rep.",YEM,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Zambia,ZMB,..,..,56.4,..
Income share held by highest 20%,SI.DST.05TH.20,Zimbabwe,ZWE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Africa Eastern and Southern,AFE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Africa Western and Central,AFW,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Arab World,ARB,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Caribbean small states,CSS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Central Europe and the Baltics,CEB,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Early-demographic dividend,EAR,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,East Asia & Pacific,EAS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,East Asia & Pacific (excluding high income),EAP,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Euro area,EMU,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Europe & Central Asia,ECS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Europe & Central Asia (excluding high income),ECA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,European Union,EUU,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Fragile and conflict affected situations,FCS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Heavily indebted poor countries (HIPC),HPC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,High income,HIC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,IBRD only,IBD,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,IDA & IBRD total,IBT,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,IDA blend,IDB,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,IDA only,IDX,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,IDA total,IDA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Late-demographic dividend,LTE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Latin America & Caribbean,LCN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Latin America & Caribbean (excluding high income),LAC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Least developed countries: UN classification,LDC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Low & middle income,LMY,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Low income,LIC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Lower middle income,LMC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Middle East & North Africa,MEA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Middle East & North Africa (excluding high income),MNA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Middle income,MIC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,North America,NAC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Not classified,INX,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,OECD members,OED,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Other small states,OSS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Pacific island small states,PSS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Post-demographic dividend,PST,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Pre-demographic dividend,PRE,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Small states,SST,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,South Asia,SAS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,South Asia (IDA & IBRD),TSA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sub-Saharan Africa,SSF,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,Upper middle income,UMC,..,..,..,..
Income share held by highest 20%,SI.DST.05TH.20,World,WLD,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Afghanistan,AFG,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Albania,ALB,3.4,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Algeria,DZA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,American Samoa,ASM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Andorra,AND,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Angola,AGO,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Antigua and Barbuda,ATG,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Argentina,ARG,1.7,1.8,2,..
Income share held by lowest 10%,SI.DST.FRST.10,Armenia,ARM,4.4,4,3.9,..
Income share held by lowest 10%,SI.DST.FRST.10,Aruba,ABW,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Australia,AUS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Austria,AUT,2.9,2.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Azerbaijan,AZE,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Bahamas, The",BHS,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bahrain,BHR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bangladesh,BGD,..,..,3.5,..
Income share held by lowest 10%,SI.DST.FRST.10,Barbados,BRB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Belarus,BLR,4.5,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Belgium,BEL,3.7,3.6,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Belize,BLZ,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Benin,BEN,..,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bermuda,BMU,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bhutan,BTN,..,..,3.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Bolivia,BOL,1.5,1.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bosnia and Herzegovina,BIH,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Botswana,BWA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Brazil,BRA,1.6,1,1.2,..
Income share held by lowest 10%,SI.DST.FRST.10,British Virgin Islands,VGB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Brunei Darussalam,BRN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bulgaria,BGR,2.2,2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Burkina Faso,BFA,..,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Burundi,BDI,2.9,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cabo Verde,CPV,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cambodia,KHM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cameroon,CMR,..,2.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Canada,CAN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cayman Islands,CYM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Central African Republic,CAF,..,2.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Chad,TCD,..,..,2.8,..
Income share held by lowest 10%,SI.DST.FRST.10,Channel Islands,CHI,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Chile,CHL,1.7,..,2.3,..
Income share held by lowest 10%,SI.DST.FRST.10,China,CHN,3.1,3.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Colombia,COL,0.9,1,1,..
Income share held by lowest 10%,SI.DST.FRST.10,Comoros,COM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Congo, Dem. Rep.",COD,2.1,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Congo, Rep.",COG,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Costa Rica,CRI,1.4,1.6,1.7,1.6
Income share held by lowest 10%,SI.DST.FRST.10,Cote d'Ivoire,CIV,..,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Croatia,HRV,2.9,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cuba,CUB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Curacao,CUW,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cyprus,CYP,3.6,3.5,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Czechia,CZE,4,3.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Denmark,DNK,3.7,3.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Djibouti,DJI,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Dominica,DMA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Dominican Republic,DOM,2.4,2.6,2.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Ecuador,ECU,1.3,1.6,1.7,1.6
Income share held by lowest 10%,SI.DST.FRST.10,"Egypt, Arab Rep.",EGY,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,El Salvador,SLV,..,1.9,1.9,..
Income share held by lowest 10%,SI.DST.FRST.10,Equatorial Guinea,GNQ,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Eritrea,ERI,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Estonia,EST,3,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Eswatini,SWZ,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Ethiopia,ETH,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Faroe Islands,FRO,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Fiji,FJI,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Finland,FIN,3.9,3.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,France,FRA,3.1,2.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,French Polynesia,PYF,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Gabon,GAB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Gambia, The",GMB,2.6,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Georgia,GEO,2.7,2.7,2.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Germany,DEU,2.9,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Ghana,GHA,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Gibraltar,GIB,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Greece,GRC,2.4,2.6,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Greenland,GRL,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Grenada,GRD,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guam,GUM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guatemala,GTM,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guinea,GIN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guinea-Bissau,GNB,..,3.4,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guyana,GUY,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Haiti,HTI,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Honduras,HND,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Hong Kong SAR, China",HKG,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Hungary,HUN,3.1,3.5,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Iceland,ISL,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,India,IND,3.2,3.3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Indonesia,IDN,3.2,3.2,3.3,3.3
Income share held by lowest 10%,SI.DST.FRST.10,"Iran, Islamic Rep.",IRN,2.8,2.7,2.8,..
Income share held by lowest 10%,SI.DST.FRST.10,Iraq,IRQ,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Ireland,IRL,3.7,3.6,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Isle of Man,IMN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Israel,ISR,2,2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Italy,ITA,2.1,2.3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Jamaica,JAM,..,2.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Japan,JPN,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Jordan,JOR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kazakhstan,KAZ,4.3,4.3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kenya,KEN,3,2.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kiribati,KIR,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Korea, Dem. People's Rep.",PRK,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Korea, Rep.",KOR,3.1,2.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kosovo,XKX,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kuwait,KWT,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kyrgyz Republic,KGZ,4,4.1,4.4,..
Income share held by lowest 10%,SI.DST.FRST.10,Lao PDR,LAO,..,..,..,..
